author,reading,initial,pdf_link
中津 誠一郎,なかつせいいちろう,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/85/3/85_3_179/_pdf/-char/ja
中田 久保,なかたひさやす,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/86/2/86_2_133/_pdf/-char/ja
中田 佳幸,なかたよしゆき,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/86/5/86_5_365/_pdf/-char/ja
中田 健美,なかたたけみ,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/84/1/84_1_58/_pdf/-char/ja
中田 和美,なかたかずみ,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/93/11/93_11_905/_pdf/-char/ja
中田 敏雄,なかたとしお,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/85/8/85_8_568/_pdf/-char/ja
中畑 絵里子,なかはたえりこ,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan/109/7/109_535/_pdf/-char/ja
中藤 裕子,なかふじゆうこ,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan/113/6/113_353/_pdf/-char/ja
中西 一弘,なかにしかずひろ,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan/105/1/105_22/_pdf/-char/ja
中西 尚文,なかにしなおふみ,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan/118/5/118_333/_pdf/-char/ja
中西 弘一,なかにしこういち,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/9/83_9_627/_pdf/-char/ja
中西 載慶,なかにし載慶,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/9/89_9_721/_pdf/-char/ja
中谷 俊多美,なかたにしゅんたび,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/91/3/91_3_203/_pdf/-char/ja
中谷 和夫,なかたにかずお,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/9/83_9_627/_pdf/-char/ja
中谷 正人,なかたにまさと,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan/115/2/115_89/_pdf/-char/ja
中道 浩司,なかみちこうじ,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan/117/3/117_195/_pdf/-char/ja
中里 博志,なかざとひろし,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/9/83_9_627/_pdf/-char/ja
中里 厚実,なかざとあつみ,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/86/9/86_9_679/_pdf/-char/ja
中野 三樹太郎,なかのみきたろう,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/93/6/93_6_402/_pdf/-char/ja
中野 久美子,なかのくみこ,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan/113/5/113_282/_pdf/-char/ja
中野 成美,なかのなるみ,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/91/5/91_5_321/_pdf/-char/ja
中野 敏夫,なかのとしお,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/85/7/85_7_468/_pdf/-char/ja
中野 智木,なかのさとしき,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan/104/12/104_969/_pdf/-char/ja
中野 真知,なかのまち,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/97/11/97_11_798/_pdf/-char/ja
中野 秀雄,なかのひでお,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan/115/6/115_306/_pdf/-char/ja
中野 英子,なかのえいこ,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/87/3/87_3_162/_pdf/-char/ja
中野 隆之,なかのたかゆき,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan/105/12/105_793/_pdf/-char/ja
丸山 勝也,まるやまかつや,ま,https://www.jstage.jst.go.jp/article/jbrewsocjapan/105/7/105_432/_pdf/-char/ja
丸山 新次,まるやましんじ,ま,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/1/83_1_8/_pdf/-char/ja
丸山 泰,まるやまやすし,ま,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/91/9/91_9_610/_pdf/-char/ja
丸山 清明,まるやませいめい,ま,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/10/83_10_654/_pdf/-char/ja
丸山 潤一,まるやまじゅんいち,ま,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/97/11/97_11_751/_pdf/-char/ja
丸山 裕慎,まるやまひろしまこと,ま,https://www.jstage.jst.go.jp/article/jbrewsocjapan/114/2/114_102/_pdf/-char/ja
丸岡 生行,まるおかせいぎょう,ま,https://www.jstage.jst.go.jp/article/jbrewsocjapan/104/8/104_579/_pdf/-char/ja
丸木 裕介,まるきゆうすけ,ま,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/103/9/103_9_724/_pdf/-char/ja
丸田 嘉幸,まるたよしゆき,ま,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/98/7/98_7_509/_pdf/-char/ja
丸茂 晋吾,まるもしんご,ま,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/87/7/87_7_513/_pdf/-char/ja
丹下 達也,たんげたつや,た,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/86/11/86_11_874/_pdf/-char/ja
丹羽 誠,にわまこと,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/103/11/103_11_848/_pdf/-char/ja
久 遼馬,ひさしりょうま,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/113/12/113_757/_pdf/-char/ja
久保 亮介,くぼりょうすけ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/110/7/110_496/_pdf/-char/ja
久保 克朗,くぼかつろう,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/6/89_6_489/_pdf/-char/ja
久保 將人,くぼまさと,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/97/8/97_8_597/_pdf/-char/ja
久保 直哉,くぼなおや,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/2/89_2_162/_pdf/-char/ja
久保 直紀,くぼなおき,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/86/3/86_3_154/_pdf/-char/ja
久保 真吉,くぼしんきち,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/87/12/87_12_843/_pdf/-char/ja
久保 義人,くぼよしひと,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/109/10/109_713/_pdf/-char/ja
久保 臣悟,くぼしんさとる,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/115/6/115_369/_pdf/-char/ja
久保 雄司,くぼゆうじ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/106/11/106_756/_pdf/-char/ja
久保田 健斗,くぼたけんと,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/117/9/117_657/_pdf/-char/ja
久保田 寛,くぼたひろし,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/105/1/105_8/_pdf/-char/ja
久保田 真敏,くぼたまさとし,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/114/2/114_64/_pdf/-char/ja
久保田 紀久枝,くぼたきくえ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/98/11/98_11_749/_pdf/-char/ja
久原 哲,くはらあきら,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/98/3/98_3_201/_pdf/-char/ja
久寿米木 一裕,くすめぎかずひろ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/87/9/87_9_645/_pdf/-char/ja
久常 有里,ひさつねゆり,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/114/8/114_522/_pdf/-char/ja
久慈 修司,くじしゅうじ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/94/10/94_10_780/_pdf/-char/ja
久慈 浩介,くじこうすけ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/101/2/101_2_76/_pdf/-char/ja
久松 眞,ひさまつしん,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/104/3/104_215/_pdf/-char/ja
久武 睦夫,ひさたけむつお,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/95/9/95_9_665/_pdf/-char/ja
久武 陸夫,ひさたけむつお,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/95/7/95_7_478/_pdf/-char/ja
久永 絢美,ひさながあやみ,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/110/3/110_165/_pdf/-char/ja
久田 健一郎,ひさだけんいちろう,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/117/8/117_580/_pdf/-char/ja
久田 孝,ひさだたかし,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/107/4/107_205/_pdf/-char/ja
久留 ひろみ,くるひろみ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/105/3/105_167/_pdf/-char/ja
久米 一規,くめかずのり,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/110/12/110_820/_pdf/-char/ja
久米 堯,くめたかし,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/84/1/84_1_21/_pdf/-char/ja
久貝 樹幹,くがいじゅかん,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/118/3/118_185/_pdf/-char/ja
久野 敦史,くのあつし,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/94/5/94_5_416/_pdf/-char/ja
乙黒 美彩,おつぐろびさい,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/6/112_442/_pdf/-char/ja
乙黒 親男,おつぐろちかお,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/93/8/93_8_671/_pdf/-char/ja
乾 昌弘,いぬいまさひろ,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/12/89_12_922/_pdf/-char/ja
乾 眞一郎,いぬいしんいちろう,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/110/2/110_63/_pdf/-char/ja
乾 祐哉,いぬいまさき,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/3/96_3_151/_pdf/-char/ja
亀岡 孝治,かめおかこうじ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/113/3/113_133/_pdf/-char/ja
亀岡 恵子,かめおかけいこ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/103/7/103_7_553/_pdf/-char/ja
亀澤 浩幸,かめざわひろゆき,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/114/6/114_377/_pdf/-char/ja
亀田 芳雄,かめだよしお,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/92/1/92_1_2/_pdf/-char/ja
亀谷 清,かめがいきよし,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/92/2/92_2_81/_pdf/-char/ja
二宮 くみ子,にのみやくみこ,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/100/7/100_7_468/_pdf/-char/ja
二宮 大記,にのみやたいき,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan/114/10/114_625/_pdf/-char/ja
二神 泰基,ふたがみたいき,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/109/4/109_219/_pdf/-char/ja
五十嵐 哲朗,いがらしてつろう,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/92/11/92_11_835/_pdf/-char/ja
五十嵐 正夫,いがらしまさお,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/101/9/101_9_717/_pdf/-char/ja
五十嵐 泰夫,いがらしやすお,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/6/96_6_374/_pdf/-char/ja
五十嵐 脩,いがらしおさむ,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/87/5/87_5_368/_pdf/-char/ja
五十嵐 麻衣子,いがらしまいこ,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/95/8/95_8_546/_pdf/-char/ja
五十部 誠一郎,いそべせいいちろう,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/7/102_7_533/_pdf/-char/ja
五味 勝也,ごみかつや,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_120/_pdf/-char/ja
五島 徹也,ごとうてつや,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/110/12/110_820/_pdf/-char/ja
五明 紀春,ごみょうとしはる,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/6/102_6_421/_pdf/-char/ja
井上 剛,いのうえつよし,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/98/7/98_7_509/_pdf/-char/ja
井上 和春,いのうえかずはる,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/104/3/104_151/_pdf/-char/ja
井上 喬,いのうえたかし,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/9/83_9_573/_pdf/-char/ja
井上 守正,いのうえもりまさ,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/3/112_149/_pdf/-char/ja
井上 康裕,いのうえやすひろ,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/86/4/86_4_293/_pdf/-char/ja
井上 昂,いのうえのぼる,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/85/8/85_8_532/_pdf/-char/ja
井上 正勝,いのうえまさかつ,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/99/5/99_5_355/_pdf/-char/ja
井上 美保,いのうえみほ,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/100/8/100_8_581/_pdf/-char/ja
井上 裕,いのうえひろし,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/113/1/113_9/_pdf/-char/ja
井上 豊久,いのうえとよひさ,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/116/9/116_608/_pdf/-char/ja
井上 郁香,いのうえあやか,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/117/4/117_295/_pdf/-char/ja
井上 陽一郎,いのうえよういちろう,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/100/2/100_2_102/_pdf/-char/ja
井出 民生,いでたみお,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/92/11/92_11_778/_pdf/-char/ja
井原 信二,いはらしんじ,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/8/112_578/_pdf/-char/ja
井口 道郎,いぐちみちろう,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/86/5/86_5_341/_pdf/-char/ja
井口 隆文,いぐちたかふみ,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/103/6/103_6_499/_pdf/-char/ja
井戸田 裕二,いとだゆうじ,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/5/112_317/_pdf/-char/ja
井手 敏博,いでとしひろ,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/12/83_12_801/_pdf/-char/ja
井本 吉彦,いもとよしひこ,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/1/89_1_77/_pdf/-char/ja
井本 泰治,いもとやすはる,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/11/83_11_751/_pdf/-char/ja
井桁 義晴,いげたよしはる,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/86/4/86_4_288/_pdf/-char/ja
井沢 真吾,いざわしんご,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/100/5/100_5_305/_pdf/-char/ja
井澤 毅,いざわたけし,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/1/112_15/_pdf/-char/ja
井田 哲朗,いだてつろう,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/85/7/85_7_501/_pdf/-char/ja
井部 明広,いべあきひろ,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/114/5/114_248/_pdf/-char/ja
人見 学,ひとみまなぶ,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/104/11/104_893/_pdf/-char/ja
仁平 卓也,にへいたくや,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan/106/7/106_446/_pdf/-char/ja
今中 忠行,いまなかただゆき,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/85/3/85_3_160/_pdf/-char/ja
今井 久遠,いまいくおん,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/110/4/110_276/_pdf/-char/ja
今井 健介,いまいけんすけ,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/97/3/97_3_168/_pdf/-char/ja
今井 健夫,いまいたけお,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/12/88_12_914/_pdf/-char/ja
今井 奈津夫,いまいなつおっと,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/108/8/108_615/_pdf/-char/ja
今井 学,いまいまなぶ,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/85/9/85_9_617/_pdf/-char/ja
今井 泰彦,いまいやすひこ,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/90/3/90_3_211/_pdf/-char/ja
今井 祥子,いまいしょうこ,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/100/11/100_11_824/_pdf/-char/ja
今井 裕景,いまいひろしけい,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/107/12/107_931/_pdf/-char/ja
今井 裕貴,いまいゆき,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/10/112_707/_pdf/-char/ja
今井 誠一,いまいせいいち,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/84/2/84_2_100/_pdf/-char/ja
今井 雅敏,いまいまさとし,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/99/12/99_12_867/_pdf/-char/ja
今城 小百合,いまじょうさゆり,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/11/102_11_847/_pdf/-char/ja
今安 聰,いまやすそう,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/9/83_9_627/_pdf/-char/ja
今村 利久,いまむらとしひさ,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/9/83_9_627/_pdf/-char/ja
今村 弥生,いまむらやよい,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/106/7/106_493/_pdf/-char/ja
今村 武司,いまむらたけし,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/94/7/94_7_575/_pdf/-char/ja
今村 浩美,いまむらひろみ,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/87/4/87_4_315/_pdf/-char/ja
今村 省三,いまむらしょうぞう,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/91/10/91_10_733/_pdf/-char/ja
今村 美穂,いまむらみほ,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/104/10/104_749/_pdf/-char/ja
今田 周三,いまだしゅうぞう,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/114/4/114_166/_pdf/-char/ja
今若 直人,いまわかなおと,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/98/12/98_12_875/_pdf/-char/ja
今野 宏,こんのひろし,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/91/4/91_4_274/_pdf/-char/ja
今野 由信,こんのよしのぶ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/91/1/91_1_70/_pdf/-char/ja
仲原 丈晴,なかはらたけはる,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/5/111_302/_pdf/-char/ja
仲村 佐知子,なかむらさちこ,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/1/102_1_63/_pdf/-char/ja
仲田 冨士男,なかたふじお,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/9/83_9_610/_pdf/-char/ja
仲田 創,なかたはじめ,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan/117/6/117_392/_pdf/-char/ja
仲田 弘明,なかたひろあき,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan/108/8/108_615/_pdf/-char/ja
仲野 恭一,なかのきょういち,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/85/12/85_12_874/_pdf/-char/ja
仲野 益美,なかのますみ,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/101/3/101_3_134/_pdf/-char/ja
伊崎 和夫,いざきかずお,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/4/89_4_249/_pdf/-char/ja
伊木 由香理,いぎゆかり,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/101/7/101_7_519/_pdf/-char/ja
伊東 久次郎,いとうきゅうじろう,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/84/12/84_12_817/_pdf/-char/ja
伊東 成起,いとうなるき,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/87/5/87_5_378/_pdf/-char/ja
伊東 正一,いとうしょういち,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/109/10/109_692/_pdf/-char/ja
伊東 清枝,いとうきよえ,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/4/83_4_223/_pdf/-char/ja
伊澤 平一,いざわへいいち,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/84/6/84_6_382/_pdf/-char/ja
伊田 尚史,いだしょうじ,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/91/3/91_3_199/_pdf/-char/ja
伊藤 一成,いとういっせい,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/106/10/106_687/_pdf/-char/ja
伊藤 伸一,いとうしんいち,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/93/7/93_7_567/_pdf/-char/ja
伊藤 佐央里,いとうさおり,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/94/7/94_7_575/_pdf/-char/ja
伊藤 俊彦,いとうとしひこ,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/12/96_12_857/_pdf/-char/ja
